,desc,desc,desc,desc,desc,MH,MH,MH,MH,MH,MH,MH,EQ,EQ,EQ,EQ,EQ,EQ,EQ,FU,FU,FU,FU,FU,FU,FU,PU,PU,PU,PU,PU,PU,PU,CF,CF,CF,CF,CF,CF,CF,Cyc,Cyc,Cyc,Cyc,Cyc,Cyc,Cyc
,full_name,wbinc,GDP,length,infra_value,perc_0,perc_20,perc_40,perc_50,perc_60,perc_80,perc_100,perc_0,perc_20,perc_40,perc_50,perc_60,perc_80,perc_100,perc_0,perc_20,perc_40,perc_50,perc_60,perc_80,perc_100,perc_0,perc_20,perc_40,perc_50,perc_60,perc_80,perc_100,perc_0,perc_20,perc_40,perc_50,perc_60,perc_80,perc_100,perc_0,perc_20,perc_40,perc_50,perc_60,perc_80,perc_100
FLK,Falkland Islands,HIC,193000000.0,1178.197306987508,1661426108.229544,36528.535485430875,96169.97927305399,174009.5465543957,204685.74356400318,276637.7402055105,452818.5296358282,796201.1700962305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854.3661373683062,2217.2907158159414,4056.867077243701,5182.3218369417555,7143.245008350148,11252.058175719403,19905.372240295783,28111.59266541324,74294.63442260117,134270.8140973549,156857.62259091635,211789.47829226035,348036.2680274253,612251.5081482583,7562.57668264933,19658.05413463688,35681.865379797135,42645.79913614507,57705.01690490001,93530.20343268357,164044.28970767633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA,France,HIC,2920000000000.0,1416405.8545120526,22411178241711.39,27439115.653355412,56454248.63553227,105643066.60001874,132567687.3173216,170971495.1369583,262167149.24634874,432725446.1999796,404171.69952401007,816324.973636453,1355377.6311650313,1650192.7983008858,2038011.4863147228,3171738.5140037993,7427044.433463166,7741136.628429797,16501662.381568369,31048962.413921237,38315213.42086431,49837209.115943074,79228864.40636882,131823639.3945642,10317408.810550787,20824007.87304566,39441543.01983314,50332310.145035245,64870744.88722696,97992324.88967389,160042945.93081066,8976398.514850816,18312253.407281786,33797183.53509932,42269970.953121156,54225529.647473544,81774221.43630224,133431816.44114153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRO,Faroe Islands,HIC,2810547884.0,1293.123583569085,1200528772.1053643,0.0,0.0,0.0,0.0,0.0,0.010429670800236275,0.02102199082512903,0.0,0.0,0.0,0.0,0.0,0.010429670800236275,0.02102199082512903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FSM,Micronesia,LMC,336427532.9,445.30403830843443,56775455.535642736,6734.338898035012,7030.9389259589525,8181.213998648331,9130.007400490897,9764.823747612729,10635.330086070015,12416.257280566702,182.9649273312866,214.06088002990364,400.65449449403195,464.43431225218524,558.4090246557655,691.4040430427069,997.3085973987094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6551.373970703726,6816.878045929049,7780.559504154298,8665.57308823871,9206.414722956963,9943.926043027308,11418.948683167993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAB,Gabon,UMC,18186515200.0,18052.997244251983,49083644898.757095,1612354.4571508798,3479705.5539932423,4947235.996757026,5531857.195085225,7290256.686827838,12947805.895453978,23270099.220704567,0.0,0.0,0.0,0.0,0.0,564.2720355094341,2440.8845141016586,859615.5713533944,2083962.0469580716,3057486.1393191894,3442849.2210951434,4590603.758541941,8310678.034047807,15121732.1264932,742719.9083486169,1383853.9165426274,1873100.1494829452,2070239.2730789061,2678146.2723018397,4607909.9448484685,8109461.0747148255,10018.977448868474,11889.59049254343,16649.707954890728,18768.700911175143,21506.655984057674,28653.64452219422,36465.134982441596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GBR,United Kingdom,HIC,3070000000000.0,607252.4927558809,8634706411761.939,13478607.974196617,29048460.56404036,54363600.796601474,66524564.0566819,86220850.54344273,135080419.8101167,224896623.28205094,85897.76712079025,176121.55255368393,327589.12728550326,405416.3511294292,510649.1008626547,745474.1761335849,3047921.7583860704,1248969.4903058482,3011062.3330511255,5539310.88800502,6472578.965972039,8571735.364308931,14181428.294400267,24246123.111302458,5231401.653501065,11171136.305089049,20939304.54233233,25641373.98061234,33207552.577431157,51818894.04295281,85411414.1706294,6912339.063268913,14690140.3733465,27557396.23897862,34005194.75896809,43930913.500839986,68334623.29663004,112191164.24173301,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEO,Georgia,LMC,16509305828.0,63306.95026038593,77728740983.05156,16896197.92642908,22565452.616283525,36046162.76897693,45580080.47738141,55706694.089819,79108425.97482641,136468379.11483598,2497991.10388025,3937956.0924100773,7153136.435571156,8670092.922380488,9675085.385737613,15810632.230451826,30257058.675988514,3713294.7458390286,5241501.2929165,8163846.278399447,10247860.447373452,12731586.233044185,16438472.513795096,26959185.203937594,10476507.511429787,13136001.893915674,20357333.44158462,26194889.247115344,32718478.53020951,46118221.326662295,78118693.2931002,208404.56528001546,249993.33704127243,371846.6134216983,467237.8605121188,581543.9408276927,741099.9039171896,1133441.9418096978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GGY,Guernsey,HIC,2740000000.0,1246.1826302588302,892056638.490072,105370.06668916081,268523.6791984821,487065.71744387783,567271.8572804503,757266.6802321842,1236183.07430846,2147674.012701229,0.0,0.0,0.0,0.0,0.0,2.9955066958083236,5.861008801232475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105370.06668916081,268523.6791984821,487065.71744387783,567271.8572804503,757266.6802321842,1236180.0788017644,2147668.151692428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GHA,Ghana,LMC,47805069495.0,115499.04493298238,113614434107.11046,7191222.650060175,10588917.226669999,13251417.806143923,14654228.783921577,18232977.06842625,28721426.045421403,48603316.3477658,0.0,0.0,0.0,0.0,0.0,83.73783614464591,295.24874641187273,2172384.9224389414,3442690.239445983,4482454.98060785,5124754.632941845,6558866.588788161,10627208.574474007,18604160.698269993,4930656.95736177,7006833.664980277,8580640.639615789,9277864.661625898,11330685.629586881,17594293.787661593,29115258.807321783,88180.7702594645,139393.32224373802,188322.1859202847,251609.48935383602,343424.8500512075,499839.94544965745,883601.5934276138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIB,Gibraltar,HIC,1070000000.0,164.3838219835959,113146031.81314151,243.5301426481712,573.815834255142,1063.4867633984418,1337.6911711668192,1768.043214571518,2924.1458111598813,5058.0719209250965,0.0,14.22544331012737,27.530377805940688,39.21379734393941,46.5204492504471,268.21893412011406,538.9990905474285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.74399598977013,342.00488135375053,612.5092274883896,687.0681434291973,928.1828603663126,1568.9592360478844,2775.2770410315466,119.78614665840107,217.58550959126413,423.4471581041115,611.4092303936825,793.3399049547585,1086.9676409918832,1743.7957893461219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIN,Guinea,LIC,10496056733.0,67008.775981429,71737133518.83598,8037706.212899929,11388003.375734523,13993597.86238643,15248965.230170703,18635831.52996466,29018747.98015484,48252428.09170998,0.0,0.8341938615789324,1.512938191789193,2.1409440245628963,2.436915392710154,1147.4926743472677,3459.1777232702025,1710574.0383043482,2969096.894643786,3920280.6396251484,4354037.953903139,5602531.823353716,9452062.355695153,16714858.107582271,5999674.445380418,8074409.620380644,9699175.886975467,10496461.793523168,12605934.21781776,19071192.43054777,30919045.142530978,327457.72921516304,344496.0265162318,374139.82284762093,398463.3418003708,427363.0518777927,494345.7012375691,615065.6638734585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Guadeloupe,UMC,8030000000.0,5379.36121116544,1997914070.985717,618765.1131240383,989869.8196632378,1464582.0568386498,1714690.8533330262,2096281.6520833462,3227139.301060791,5406929.82593994,187947.267097435,400807.4756383663,637661.7185468118,761476.5868726372,951405.2362884021,1594080.9499564257,2693244.0344940377,20894.426204800297,24198.182664055214,30309.53389956107,34455.29359249214,39754.103028437115,50416.77933033776,74284.2379022792,344919.4298819083,493042.21762605576,710062.12585094,819086.0221728511,996197.8479648366,1455847.939275295,2478809.321730378,64503.492003600506,70076.57523577278,84546.68679615966,96230.51252605642,105420.9792476101,121788.65313578935,155587.25245030253,500.4979362943207,1745.368498987768,2001.9917451772828,3442.4381689892775,3503.485554060244,5004.979362943206,5004.979362943206
GMB,Gambia,LIC,1014621520.0,11249.149520674651,4161526139.4448376,607527.0147632017,1472632.6778637473,2102313.7656571902,2357141.366711193,3172151.171767198,5733188.828588641,10338008.691451296,0.0,0.0,0.0,0.0,0.0,65.66186440310537,151.33070760623832,462545.1365928501,1263798.8133398814,1845560.1192231444,2079627.6398690748,2833567.3021048633,5200540.277308289,9458701.95097017,138885.50487350847,202591.25546732964,250168.6599288646,270598.8025154158,331398.8568011122,524973.8655472951,870627.4441065904,6096.373296843101,6242.6090565362865,6584.986505181203,6914.924326702523,7185.012861222602,7609.023868654584,8527.965666931868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNB,Guinea-Bissau,LIC,1346933490.0,7386.317666235218,2828327117.269421,604684.6920355037,1161102.3128810213,1586297.3505213705,1769497.6945684864,2299386.3555122837,3938408.2002412477,6890221.957368168,0.0,0.0,0.0,0.0,0.0,154.35745265103412,356.8962893173198,278786.6196101706,679876.8206335399,977839.136565669,1099164.9324169988,1475960.3336169478,2656944.2809185144,4776760.4012009315,321074.3896471035,475790.6975732684,602055.7570328435,662825.8357837158,814735.9566890416,1270784.3959251372,2098129.61009006,4823.682778229556,5434.7946742131535,6402.4569228579085,7506.926367771843,8690.0652062943,10525.165944944858,14975.049787859754,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNQ,Equatorial Guinea,UMC,22389627294.0,7990.009449936867,9101092889.102837,479351.41177090723,1366170.7423129817,2436370.7198210554,2767121.2396687604,3783699.373675589,6405346.041197141,11594394.932450462,3962.9949734386137,10073.986193479039,15037.979322974561,18160.698344642537,23291.316403592904,41062.390318922815,68010.98289783885,176954.96196593108,527179.4583119868,933603.9849706835,1030277.5136354313,1415135.4179035712,2444626.8144183876,4549653.686121025,297815.45264605724,828052.0947478435,1485966.3048502866,1716096.5740976022,2342182.6284410227,3915880.1564374496,6971580.245219261,618.0021854803441,865.2030596724817,1762.4506771106105,2586.4535910844033,3090.010927401721,3776.680022379881,5150.0182123362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRC,Greece,HIC,354000000000.0,181135.20860474074,803425234030.3705,12971307.023013415,25338953.391820382,42219320.21245997,51432362.17893555,62541513.05083273,100788053.62953329,178563447.2437914,10820676.739786664,21187337.74566941,34330864.225313775,41032393.10936425,49215920.68543271,81419347.20828043,147339938.7373168,751319.7300414598,1384485.158482683,2657434.2889269423,3555225.443094321,4504470.519837269,6414840.773633478,10147191.620335821,1017177.43047029,2134499.1302251047,4014998.0779951117,5147862.050767107,6717740.462083827,10144031.799590277,16820637.09896321,382133.12271500274,632631.3574431867,1216023.6202241336,1696881.5757098747,2103381.3834789293,2809833.8480291013,4255679.787175584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRD,Grenada,UMC,1118816679.0,1121.9942268742675,641119534.8981515,66799.8850037762,110544.38866470057,173995.35279118601,204862.35817071502,249022.68862056086,375218.4745835129,630684.3709186171,0.0,10.17288857272155,32.42975722815784,45.78103157718386,66.71291856047237,360.60072304776924,761.4933228970829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60547.22769045662,103337.55813078553,164100.22788849554,192288.10296319245,234945.50954176878,358581.7028246574,609613.7076902128,6169.588833077414,6895.528629623314,9530.421224493606,11950.220546313261,13428.986798536389,15445.48623338611,19478.485103085535,83.068480242172,301.1290157190158,332.273920968688,578.2536296321163,581.479361695204,830.6848024217203,830.6848024217203
GRL,Greenland,HIC,2837737194.0,486.14792108709173,638404953.3360302,19677.64816595385,30489.724192436068,60968.09697849999,90192.71400573869,112196.11228411816,143860.2473714821,213756.52186712757,238.73847494423183,346.0385026720244,585.5471772241169,718.759381501639,750.9741276904014,1065.9171895967763,1649.8975815335602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19438.90969100962,30143.685689764043,60382.549801275876,89473.95462423704,111445.13815642777,142794.33018188534,212106.624285594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTM,Guatemala,UMC,75620095538.0,63920.358559564615,59629428277.41869,11911327.986142945,19282055.694423806,29909181.180113487,35467744.78122147,42654005.81751936,65609321.10422665,112523108.55677412,5358195.0767541425,10248037.948911078,16942466.586517576,20283810.407913197,24118509.221812483,38906572.71431422,67373649.98284476,1205705.9656618622,1751039.1766220822,2569409.44556865,2995697.1653113677,3683519.146713515,5432788.0197162675,9421774.091380883,5291546.819947016,7201973.390358806,10302385.788587973,12058919.435204813,14716140.823269209,21099380.45487396,35543062.89643039,46592.19005588013,49026.373157385984,57758.133526771315,65773.04725384069,70804.42764937642,77665.35586555806,91615.70199309307,9287.93372404281,31978.80537445629,37161.22591251499,63544.72553825488,65032.19807476982,92914.55945663711,93005.88412501136
GUF,French Guiana,LMC,4860000000.0,2856.1001982225657,1785379584.325641,1453080.3212305831,2411394.7831068593,3740000.445535221,4321745.868074132,5312941.139053088,8233265.289828984,14223914.057157949,0.0,0.0,0.0,0.0,0.0,484.10185359423764,1130.3928489590935,761676.494834635,1215511.6413421284,1864201.7952055752,2158235.896530683,2609366.5967608397,3981959.907084689,6779022.183217216,691403.8263959481,1195883.141764731,1875798.6503296462,2163509.9715434485,2703574.5422922485,4250821.2808907,7443761.481091774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUY,Guyana,UMC,3675631961.0,9899.08642737658,6203006289.873068,1156170.6900043327,1617589.5952138896,2262587.3163425443,2546807.795593679,3008374.7185690487,4383152.953654623,7323059.605925081,0.0,0.0,0.0,0.0,0.0,237.08252067759867,521.8153539152809,517250.9257653043,739982.7528085151,1052704.7365701194,1191213.896057398,1414504.734542116,2078955.561972786,3542964.4393400443,443847.78453460534,596147.2246790578,811802.4403294052,910167.404803434,1068319.7038146742,1524463.2134079398,2496882.137879812,195071.97970442308,281459.6177263167,398080.1394430197,445426.49473284715,525550.2802122582,779497.0957532194,1282691.2133513098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HND,Honduras,LMC,22978532897.0,45446.277338874854,31166471550.72594,17059204.01727723,24147322.619579148,32929679.416824047,36717542.11794701,44007066.644402,64796787.96025455,107248199.58291072,2643909.899003314,5434255.600541835,8428215.962404808,9826493.549222555,12452317.04483415,19756291.130391493,32983534.307140466,2397466.6755382647,3180221.9913837668,4199126.305006177,4604390.497809207,5414574.605456115,7836366.216887913,13205432.485330522,11841083.75194708,15218340.67606314,19846899.725452464,21752775.11040778,25510261.998631984,36218457.521907866,59441340.56257676,164683.79683293533,273197.38099195913,407197.48920192546,451322.7102132988,545493.1076579831,865072.8194590824,1497288.5024916846,12059.893955638177,41306.97059844896,48239.93475866977,82560.2502941678,84419.88782176163,120600.271608194,120603.7253712759
HRV,Croatia,HIC,70481451449.0,90360.08041282307,208659601504.98865,1947965.7720617617,4582697.643684934,7919215.085784068,9574535.11350574,12475131.413132625,20706322.596480377,36273781.57800071,968032.6497256195,2224316.200374253,3567349.6288395524,4283028.474647453,5409439.834646789,9426956.217315324,16908809.908508208,367279.7970307573,950601.165792237,1740056.5856199237,2088299.355197616,2832706.836145835,4619807.246290536,8071581.444765607,591298.22900271,1362468.6724275057,2526489.706339438,3099658.766752517,4098831.354486362,6451135.554570768,10955927.369914513,21355.096302674814,45311.60509093743,85319.16498515426,103548.5169081541,134153.38785363978,208423.57830375188,337462.8548123811,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTI,Haiti,LIC,8776350790.0,22694.904081627283,4212507832.9324164,9250683.117577996,10668409.029413478,12565887.226651216,13414437.21411101,15073609.93680569,19455151.913254436,28918925.71912398,21636.224060038883,43156.89520438459,70307.98637033449,81820.84225179433,109312.02788504664,190701.36203806585,325608.43638087384,3328525.01834875,3853302.963928512,4568353.792892005,4892282.441692956,5487029.796859443,7013369.447744543,10502261.949940465,5852856.620092032,6710604.472023021,7854722.647447164,8348962.288801995,9371952.914358964,12115933.639877267,17905687.497557037,43692.79974667981,47890.516675998486,56612.978619724716,64368.336415672646,77508.01038875694,95422.91028959026,145643.28194063104,3972.455330496899,13454.181581560653,15889.821321987596,27003.304948589815,27807.187313478284,39724.55330496897,39724.55330496897
HUN,Hungary,HIC,158000000000.0,129539.74454377413,1044583875188.2247,3727850.8967423,6020541.834536333,12649496.92676537,16892632.016332604,21062461.64367324,29793582.561218955,48877918.004376315,1065987.515042139,1796756.0154274816,3481799.689942305,4166765.272938685,4720695.121946533,8157992.580154106,15405739.505335465,1871698.1502102904,2976856.4840505067,6486895.453288664,9002163.097263616,11588271.823467279,15314055.675551945,23830442.35747137,790165.2314898709,1246929.335058344,2680801.7835344006,3723703.646130302,4753494.69825943,6321534.305512906,9641736.14156948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDN,Indonesia,LMC,1020000000000.0,632390.9392759549,559881953937.32,245949553.58263814,422531871.32850415,631793098.5705029,730075746.3515593,900746516.2142712,1446589489.5427992,2436624951.665508,74270628.48083182,157764965.67890188,259790480.8998626,309230828.1902336,369212146.22259825,625334758.634077,1054568256.1285979,9156136.178748721,18295294.66367345,28346928.96095148,32568445.2052937,43628012.96301428,74353126.04973629,137820897.8599281,161384670.33973026,243998215.10364947,339858823.56171066,383839768.5290235,481985708.43311095,735574619.698438,1223193634.6234708,1120333.6429058244,2413300.240450621,3725600.6347487783,4315375.219314667,5795935.004332108,11148672.78949436,20862650.29538592,17784.94042153624,60095.641828738044,71264.51322940449,121329.20769376801,124713.59121558712,178312.3710536811,179512.75812548943
IND,India,LMC,2600000000000.0,1705180.1735986858,15220685317699.574,79718392.40844157,191256945.94264153,284718125.874844,339427630.26047516,442769022.95652926,803044742.4968413,1443442385.124725,17170342.22998265,45373819.80568693,72188607.63717766,84050900.33361156,105629620.62567027,197839801.82622635,343855911.7635802,13833908.920125617,35844172.79035844,54347824.064264506,66330672.190523595,88403928.8772896,166968200.72050086,319253805.7907274,47982573.21905277,108106192.5083025,155174997.66778547,185036900.70903015,243559590.20864877,428784286.7431085,763361362.2744142,672145.4618168251,1730309.8530556876,2760739.5351182986,3595059.736779906,4745412.620656512,8827548.936203426,16266857.379456146,59422.577463704365,202450.98523796553,245956.97049809442,414097.29052991566,430470.62426412746,624904.2708020934,704447.916547403
IRL,Ireland,HIC,334000000000.0,128756.9714411047,353923957268.56525,1295091.8962413913,2594567.2489225245,4929302.909531031,6409304.663853862,8285162.950441526,12602926.71745036,20910832.258031063,0.0,0.0,0.0,0.0,0.0,0.0,9757.206990530354,237747.30074013947,515751.5227768394,969059.5842280673,1210079.03353642,1590655.863148721,2530233.9374663034,4234711.146957707,949038.3923783617,1836404.9463652228,3510299.628976923,4612576.232890615,5924847.194683452,8732823.162563672,14150014.994238315,108306.20312289013,242410.7797804623,449943.69632604084,586649.3974268272,769659.8926093535,1339869.617420385,2516348.9098445093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRN,Iran,UMC,599000000000.0,492717.25826689054,1404050390221.5564,31458033.943876673,66798034.64492397,106214321.87518874,125648435.8513396,161564828.89405245,265393254.05612153,459230783.4295973,13891499.9164748,31690358.981572773,48628716.8754059,58383086.13195748,73423289.01647632,126150459.90880546,220469624.30814347,5432288.993566773,10983648.605574157,17997510.93258601,20892369.966573883,27350759.902820393,43252107.7903575,74292488.79776017,9346173.662272962,18738760.859740097,30430565.51588813,35259959.94698516,46436940.837040424,74205333.19254862,128435208.13109556,2788064.24763916,5385241.959576583,9157500.055616818,11112969.938362258,14353789.270254482,21785281.925180204,36033390.953368455,7.123922973090379,24.238460355697942,28.495691892361517,49.86746081163267,49.86746081163267,71.23922973090382,71.23922973090382
IRQ,Iraq,UMC,235000000000.0,158253.4179996701,228416134345.85898,12917863.805131868,27416147.216298796,45660896.19179784,53263917.281604186,69972555.37004568,114227786.41648203,198315283.55864006,1002895.7561409326,2346875.0374236456,3550683.162468397,4356488.207294337,5545365.061993883,9572393.174807392,16414789.385215525,10299386.294442972,22252576.083135266,37609092.52454875,43570331.177302405,57584043.54546849,94212787.62126446,164169317.6797719,1455757.3007319488,2599224.6482626945,4148511.158779488,4881057.0446812725,6296904.587137354,9733037.685457774,16702340.222115863,159824.4538160129,217471.4474771903,352609.34600120713,456040.85232617095,546242.1754459525,709567.9349524018,1028836.2715367575,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISL,Iceland,HIC,23909289979.0,24766.59727046758,29010032396.009647,1520395.534498661,3415471.1718849484,5640786.694294291,6740117.566727586,8456202.067967668,14395769.90741968,24948932.056184098,1267628.8221962203,2796640.0359133463,4510778.40428551,5398143.013301531,6674827.317547567,11539768.859904127,20033535.392970566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252766.71230244084,618831.1359716018,1130008.2900087805,1341974.5534260557,1781374.7504201005,2856001.047515552,4915396.6632135315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISR,Israel,HIC,351000000000.0,36629.60446863393,211723478406.93866,367697.4921284123,899556.0704534901,1552163.2657244718,1813139.2633552733,2374100.64188421,3944978.992712627,7046054.001032434,149142.2516203408,349370.9707788621,547588.0760602497,667666.5612858033,847106.3415496137,1407937.919635359,2711156.229285064,65851.7569972409,170964.57808399037,310739.14775632945,345365.51606526243,462012.76412586845,783068.4111929911,1342646.1154573315,151576.2322477839,377602.53501815087,690548.4772140181,795361.6062374118,1059272.8681523951,1746822.1342544972,2982418.308858908,1127.2512630466688,1617.9865724867645,3287.5646938745563,4745.579766795479,5708.668056333108,7150.5276297794835,9833.347431130383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA,Italy,HIC,2390000000000.0,734709.2870404691,6432534232549.291,27464889.087640386,56391761.77173575,98815984.3415879,121708018.16909477,151993371.041938,241959223.8215872,447907913.2332665,15691225.42415715,31470253.54705067,52529480.718149826,63438263.78744103,76536273.93758725,125374971.85180749,252312827.30644345,2739174.66577105,5899616.075806368,11020792.697956415,13657619.25991891,17776793.44456729,27882731.33150326,46828301.34151913,5318394.901821009,11282080.537077634,21132127.04988067,26343055.833462898,34164877.98990041,53082753.615258925,88259897.12540197,3716094.095891179,7739811.611801079,14133583.875600986,18269079.288271926,23515425.669883057,35618767.023017526,60506887.4599019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAM,Jamaica,UMC,14800165407.0,16068.50596893207,17273776694.979053,2299734.6067599505,4140689.575714313,6928813.029407479,8477830.179044409,10597040.845828038,16262868.14555193,28018118.657100435,220893.8947169523,449662.9903022301,770589.3167891073,935497.2011414729,1136611.7780584146,1954596.4702230108,3511794.5840673405,549771.5587128933,1040122.39456063,1775262.9461318667,2174943.8695805715,2767394.5939191165,4217693.075948124,7364377.11979962,1267262.061176339,2258163.8169422033,3778761.7622704874,4592190.022573147,5786436.901199175,8845426.822363285,15293244.05318568,249810.48862708337,351442.9156343642,555449.3644016492,692706.3011771567,821281.4628333667,1122353.326346784,1718560.5220124682,11996.603526682622,41297.458274884855,48749.63981436787,82492.78457206124,85316.10981796401,122798.45067072498,130142.3780353246
JEY,Jersey,HIC,5100000000.0,1924.8771173402945,1296654502.2439377,38451.446893436754,92653.83279461325,169847.43531946366,205380.58804534646,272932.94372346264,432515.03016126674,742835.6407536819,0.0,0.0,0.0,0.0,0.0,0.0,0.7430905700857868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38451.446893436754,92653.83279461325,169847.43531946366,205380.58804534646,272932.94372346264,432515.03016126674,742834.8976631118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOR,Jordan,UMC,40068308516.0,43484.12423457461,42877800356.60496,135538.69905859992,329663.45616044133,589390.8934349996,708809.3712330945,940776.2956822708,1536427.2329482632,2780457.2115348214,10879.849277758354,29046.3753883968,48798.35035763763,60983.252557680455,79782.24992743325,150799.02102191193,357479.8223230542,56799.47008677677,141956.18068959855,253143.73599732277,299301.8495561477,401430.88215398643,658158.9034597215,1187780.8007934333,67773.43942940203,158540.58371191807,287203.7181771121,348164.5931967888,459133.4622775372,726944.1179603573,1234480.4195461439,85.94026466276769,120.31637052787477,245.08890292715222,359.6759224775092,429.70132331383826,525.1905062724692,716.1688721897306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JPN,Japan,HIC,6200000000000.0,1537508.2347964314,2783206972985.731,422343978.08448756,770220336.0665804,1257609792.8728554,1534868245.5656028,1827151773.966919,2797056243.7289214,4937429370.910917,319261760.75449824,565585039.611624,877674961.5517914,1029005885.7540388,1183949308.2937937,1818542409.6820557,3252583210.7457366,6475238.165986642,13862805.20168161,25807615.093129642,32420800.079098973,42214396.36751641,67367122.54410814,117669903.1570605,76640741.18596184,139531028.1873568,268149869.8195879,357139185.59539455,449661858.2472487,650114416.6198148,1052038982.7829857,17216346.552255414,36642131.49426207,63001245.5163523,79455661.35248598,102250434.83567654,159271890.66623628,286063187.1318619,2749891.42578541,14599331.571655909,22976100.891994063,36846712.78458441,49075776.22268359,101760404.21670628,229074087.0932724
KAZ,Kazakhstan,UMC,237000000000.0,280922.37388231966,5470448462847.551,9753279.31824097,15274147.673034051,32313492.516309485,44978374.483828545,56399343.35433865,75211262.27517599,121308379.71977095,1831093.761757295,2963482.726972572,5484259.940886447,6693911.969320204,7329382.864411615,11939646.068798747,21669242.8822822,6522861.701169035,10138866.947398867,22120067.36848108,31591976.16640062,40524236.77289605,52177165.280631706,82433796.12614842,1399323.8553146394,2171797.9986626115,4709165.206941956,6692486.348107725,8545723.717030985,11094450.925745532,17205340.711340338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEN,Kenya,LMC,74938190655.0,174139.86311229027,228030674157.8265,5762241.130362559,7593269.012880946,9113831.557208357,9900213.892739628,11836203.51339568,19730715.14080514,34832022.21268699,48168.78248276476,124503.86976700409,198623.5714660488,226837.60060319398,300419.0554696697,561629.2801795998,1012114.6725525379,2644571.0163554214,3401757.594927964,4028455.924726326,4361268.396354819,5177893.660482471,7525816.170929869,11899205.632425575,3040718.414276795,4016380.0455591683,4820755.618026853,5240840.360285852,6266901.492896376,11487989.480839552,21651394.938399516,28782.917247578833,50627.5026268089,65996.44298912892,71267.53549576271,90989.30454716281,155280.2088561195,269306.96930937056,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KGZ,Kyrgyzstan,LMC,7564738836.0,50434.478983486144,61582154048.955215,3030709.448184618,4516970.937308952,8581342.715132952,11603765.511739096,13640672.035884824,18150943.923503004,28457901.549331717,1371660.1671191514,2100885.189270249,3467673.140683792,4247396.111795119,4564420.3607998295,6875324.212736736,11386349.669156227,842367.3542012451,1217566.9138482115,2553732.4481075853,3673730.9898603894,4498080.933041389,5631249.261289586,8505841.397880077,816681.9268642211,1198518.834190492,2559937.126341573,3682638.4100835873,4578170.742043605,5644370.449476682,8565710.48229541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
